chic_feature	atac_feature	rna_feature
3926107_ENSG00000100201_DDX17		ENSG00000100201_DDX17
3926107_ENSG00000100211_CBY1		ENSG00000100211_CBY1
3926119_ENSG00000100201_DDX17		ENSG00000100201_DDX17
3926129_ENSG00000100201_DDX17		ENSG00000100201_DDX17
3926146_ENSG00000100201_DDX17	Peak_10807	ENSG00000100201_DDX17
3926170_ENSG00000100201_DDX17		ENSG00000100201_DDX17
3926171_ENSG00000100201_DDX17		ENSG00000100201_DDX17
3926174_ENSG00000100201_DDX17		ENSG00000100201_DDX17
3926200_ENSG00000100201_DDX17		ENSG00000100201_DDX17
3926209_ENSG00000100201_DDX17	Peak_10808	ENSG00000100201_DDX17
3926232_ENSG00000100201_DDX17	Peak_10808	ENSG00000100201_DDX17
3926241_ENSG00000100201_DDX17	Peak_10808	ENSG00000100201_DDX17
3926293_ENSG00000100201_DDX17		ENSG00000100201_DDX17
3926295_ENSG00000100201_DDX17	Peak_10810	ENSG00000100201_DDX17
3926299_ENSG00000100201_DDX17	Peak_10810	ENSG00000100201_DDX17
3926321_ENSG00000100201_DDX17	Peak_10810	ENSG00000100201_DDX17
3926326_ENSG00000100201_DDX17	Peak_10810	ENSG00000100201_DDX17
3926367_ENSG00000100201_DDX17	Peak_10811	ENSG00000100201_DDX17
3926367_ENSG00000100201_DDX17	Peak_10813	ENSG00000100201_DDX17
3926367_ENSG00000100211_CBY1	Peak_10811	ENSG00000100211_CBY1
3926367_ENSG00000100211_CBY1	Peak_10813	ENSG00000100211_CBY1
3926371_ENSG00000100201_DDX17	Peak_10811	ENSG00000100201_DDX17
3926371_ENSG00000100201_DDX17	Peak_10813	ENSG00000100201_DDX17
3926371_ENSG00000100201_DDX17	Peak_10814	ENSG00000100201_DDX17
3926371_ENSG00000100201_DDX17	Peak_10817	ENSG00000100201_DDX17
3926379_ENSG00000100201_DDX17	Peak_10813	ENSG00000100201_DDX17
3926379_ENSG00000100201_DDX17	Peak_10814	ENSG00000100201_DDX17
3926379_ENSG00000100201_DDX17	Peak_10817	ENSG00000100201_DDX17
3926382_ENSG00000100201_DDX17	Peak_10813	ENSG00000100201_DDX17
3926382_ENSG00000100201_DDX17	Peak_10814	ENSG00000100201_DDX17
3926382_ENSG00000100201_DDX17	Peak_10817	ENSG00000100201_DDX17
3926386_ENSG00000100201_DDX17	Peak_10813	ENSG00000100201_DDX17
3926386_ENSG00000100201_DDX17	Peak_10814	ENSG00000100201_DDX17
3926386_ENSG00000100201_DDX17	Peak_10817	ENSG00000100201_DDX17
3926387_ENSG00000100201_DDX17	Peak_10813	ENSG00000100201_DDX17
3926387_ENSG00000100201_DDX17	Peak_10814	ENSG00000100201_DDX17
3926387_ENSG00000100201_DDX17	Peak_10817	ENSG00000100201_DDX17
3926394_ENSG00000100201_DDX17	Peak_10814	ENSG00000100201_DDX17
3926394_ENSG00000100201_DDX17	Peak_10817	ENSG00000100201_DDX17
3928461_ENSG00000100321_SYNGR1	Peak_10964	ENSG00000100321_SYNGR1
3928463_ENSG00000100321_SYNGR1	Peak_10964	ENSG00000100321_SYNGR1
3928466_ENSG00000100321_SYNGR1	Peak_10964	ENSG00000100321_SYNGR1
3928472_ENSG00000100321_SYNGR1	Peak_10964	ENSG00000100321_SYNGR1
3928483_ENSG00000100321_SYNGR1	Peak_10964	ENSG00000100321_SYNGR1
3928483_ENSG00000100321_SYNGR1	Peak_10965	ENSG00000100321_SYNGR1
3928484_ENSG00000100321_SYNGR1	Peak_10964	ENSG00000100321_SYNGR1
3928484_ENSG00000100321_SYNGR1	Peak_10965	ENSG00000100321_SYNGR1
3928485_ENSG00000100321_SYNGR1	Peak_10964	ENSG00000100321_SYNGR1
3928485_ENSG00000100321_SYNGR1	Peak_10965	ENSG00000100321_SYNGR1
3928486_ENSG00000100321_SYNGR1	Peak_10964	ENSG00000100321_SYNGR1
3928486_ENSG00000100321_SYNGR1	Peak_10965	ENSG00000100321_SYNGR1
3928488_ENSG00000100321_SYNGR1	Peak_10964	ENSG00000100321_SYNGR1
3928488_ENSG00000100321_SYNGR1	Peak_10965	ENSG00000100321_SYNGR1
3928489_ENSG00000100321_SYNGR1	Peak_10964	ENSG00000100321_SYNGR1
3928489_ENSG00000100321_SYNGR1	Peak_10965	ENSG00000100321_SYNGR1
3928491_ENSG00000100321_SYNGR1	Peak_10964	ENSG00000100321_SYNGR1
3928491_ENSG00000100321_SYNGR1	Peak_10965	ENSG00000100321_SYNGR1
3928495_ENSG00000100321_SYNGR1	Peak_10964	ENSG00000100321_SYNGR1
3928495_ENSG00000100321_SYNGR1	Peak_10965	ENSG00000100321_SYNGR1
3928499_ENSG00000100321_SYNGR1	Peak_10965	ENSG00000100321_SYNGR1
3928502_ENSG00000100321_SYNGR1	Peak_10965	ENSG00000100321_SYNGR1
3928503_ENSG00000100321_SYNGR1	Peak_10965	ENSG00000100321_SYNGR1
3928505_ENSG00000100321_SYNGR1	Peak_10965	ENSG00000100321_SYNGR1
3937845_ENSG00000189306_RRP7A	Peak_11325	ENSG00000189306_RRP7A
3937845_ENSG00000189306_RRP7A	Peak_11326	ENSG00000189306_RRP7A
3938005_ENSG00000189306_RRP7A		ENSG00000189306_RRP7A
3938014_ENSG00000189306_RRP7A		ENSG00000189306_RRP7A
3938112_ENSG00000100243_CYB5R3	Peak_11336	ENSG00000100243_CYB5R3
3938112_ENSG00000100243_CYB5R3	Peak_11337	ENSG00000100243_CYB5R3
3938112_ENSG00000100243_CYB5R3	Peak_11338	ENSG00000100243_CYB5R3
3938113_ENSG00000100243_CYB5R3	Peak_11336	ENSG00000100243_CYB5R3
3938113_ENSG00000100243_CYB5R3	Peak_11337	ENSG00000100243_CYB5R3
3938113_ENSG00000100243_CYB5R3	Peak_11338	ENSG00000100243_CYB5R3
3938117_ENSG00000100243_CYB5R3	Peak_11336	ENSG00000100243_CYB5R3
3938117_ENSG00000100243_CYB5R3	Peak_11337	ENSG00000100243_CYB5R3
3938117_ENSG00000100243_CYB5R3	Peak_11338	ENSG00000100243_CYB5R3
3938118_ENSG00000100243_CYB5R3	Peak_11336	ENSG00000100243_CYB5R3
3938118_ENSG00000100243_CYB5R3	Peak_11337	ENSG00000100243_CYB5R3
3938118_ENSG00000100243_CYB5R3	Peak_11338	ENSG00000100243_CYB5R3
3938120_ENSG00000100243_CYB5R3	Peak_11336	ENSG00000100243_CYB5R3
3938120_ENSG00000100243_CYB5R3	Peak_11337	ENSG00000100243_CYB5R3
3938120_ENSG00000100243_CYB5R3	Peak_11338	ENSG00000100243_CYB5R3
3938122_ENSG00000100243_CYB5R3	Peak_11336	ENSG00000100243_CYB5R3
3938122_ENSG00000100243_CYB5R3	Peak_11337	ENSG00000100243_CYB5R3
3938122_ENSG00000100243_CYB5R3	Peak_11338	ENSG00000100243_CYB5R3
3938139_ENSG00000100243_CYB5R3	Peak_11337	ENSG00000100243_CYB5R3
3938139_ENSG00000100243_CYB5R3	Peak_11338	ENSG00000100243_CYB5R3
3938187_ENSG00000100243_CYB5R3		ENSG00000100243_CYB5R3
3938204_ENSG00000100243_CYB5R3	Peak_11343	ENSG00000100243_CYB5R3
3938213_ENSG00000100243_CYB5R3	Peak_11343	ENSG00000100243_CYB5R3
3938215_ENSG00000100243_CYB5R3	Peak_11343	ENSG00000100243_CYB5R3
3938216_ENSG00000100243_CYB5R3	Peak_11343	ENSG00000100243_CYB5R3
3938224_ENSG00000100243_CYB5R3	Peak_11343	ENSG00000100243_CYB5R3
3943694_ENSG00000241484_ARHGAP8	Peak_11592	ENSG00000241484_ARHGAP8
3943694_ENSG00000241484_ARHGAP8	Peak_11593	ENSG00000241484_ARHGAP8
3943694_ENSG00000241484_ARHGAP8	Peak_11594	ENSG00000241484_ARHGAP8
3943698_ENSG00000241484_ARHGAP8	Peak_11592	ENSG00000241484_ARHGAP8
3943698_ENSG00000241484_ARHGAP8	Peak_11593	ENSG00000241484_ARHGAP8
3943698_ENSG00000241484_ARHGAP8	Peak_11594	ENSG00000241484_ARHGAP8
3943699_ENSG00000241484_ARHGAP8	Peak_11592	ENSG00000241484_ARHGAP8
3943699_ENSG00000241484_ARHGAP8	Peak_11593	ENSG00000241484_ARHGAP8
3943699_ENSG00000241484_ARHGAP8	Peak_11594	ENSG00000241484_ARHGAP8
3943702_ENSG00000241484_ARHGAP8	Peak_11592	ENSG00000241484_ARHGAP8
3943702_ENSG00000241484_ARHGAP8	Peak_11593	ENSG00000241484_ARHGAP8
3943702_ENSG00000241484_ARHGAP8	Peak_11594	ENSG00000241484_ARHGAP8
3943703_ENSG00000241484_ARHGAP8	Peak_11592	ENSG00000241484_ARHGAP8
3943703_ENSG00000241484_ARHGAP8	Peak_11593	ENSG00000241484_ARHGAP8
3943703_ENSG00000241484_ARHGAP8	Peak_11594	ENSG00000241484_ARHGAP8
3943704_ENSG00000241484_ARHGAP8	Peak_11592	ENSG00000241484_ARHGAP8
3943704_ENSG00000241484_ARHGAP8	Peak_11593	ENSG00000241484_ARHGAP8
3943704_ENSG00000241484_ARHGAP8	Peak_11594	ENSG00000241484_ARHGAP8
3945418_ENSG00000100373_UPK3A	Peak_11668	ENSG00000100373_UPK3A
3945426_ENSG00000100373_UPK3A	Peak_11668	ENSG00000100373_UPK3A
3945426_ENSG00000100373_UPK3A	Peak_11669	ENSG00000100373_UPK3A
3945431_ENSG00000100373_UPK3A	Peak_11668	ENSG00000100373_UPK3A
3945431_ENSG00000100373_UPK3A	Peak_11669	ENSG00000100373_UPK3A
3948819_ENSG00000075240_GRAMD4	Peak_11809	ENSG00000075240_GRAMD4
3948821_ENSG00000075240_GRAMD4	Peak_11809	ENSG00000075240_GRAMD4
3958040_ENSG00000100258_LMF2		ENSG00000100258_LMF2
3958051_ENSG00000100258_LMF2	Peak_12055	ENSG00000100258_LMF2
3958060_ENSG00000100258_LMF2	Peak_12055	ENSG00000100258_LMF2
3958084_ENSG00000100258_LMF2	Peak_12055	ENSG00000100258_LMF2
3958084_ENSG00000100258_LMF2	Peak_12061	ENSG00000100258_LMF2
3958084_ENSG00000100258_LMF2	Peak_12062	ENSG00000100258_LMF2
3958088_ENSG00000100258_LMF2	Peak_12061	ENSG00000100258_LMF2
3958088_ENSG00000100258_LMF2	Peak_12062	ENSG00000100258_LMF2
3958094_ENSG00000100258_LMF2	Peak_12061	ENSG00000100258_LMF2
3958094_ENSG00000100258_LMF2	Peak_12062	ENSG00000100258_LMF2
3958117_ENSG00000025708_TYMP	Peak_12062	ENSG00000025708_TYMP
3958118_ENSG00000025708_TYMP	Peak_12062	ENSG00000025708_TYMP
3050445_ENSG00000172059_KLF11	Peak_78797	ENSG00000172059_KLF11
3050445_ENSG00000172059_KLF11	Peak_78798	ENSG00000172059_KLF11
3050446_ENSG00000172059_KLF11	Peak_78797	ENSG00000172059_KLF11
3050446_ENSG00000172059_KLF11	Peak_78798	ENSG00000172059_KLF11
3050449_ENSG00000172059_KLF11	Peak_78797	ENSG00000172059_KLF11
3050449_ENSG00000172059_KLF11	Peak_78798	ENSG00000172059_KLF11
3268902_ENSG00000071054_MAP4K4	Peak_84774	ENSG00000071054_MAP4K4
3268921_ENSG00000071054_MAP4K4	Peak_84775	ENSG00000071054_MAP4K4
3268921_ENSG00000071054_MAP4K4	Peak_84776	ENSG00000071054_MAP4K4
3268923_ENSG00000071054_MAP4K4	Peak_84775	ENSG00000071054_MAP4K4
3268923_ENSG00000071054_MAP4K4	Peak_84776	ENSG00000071054_MAP4K4
3268927_ENSG00000071054_MAP4K4	Peak_84775	ENSG00000071054_MAP4K4
3268927_ENSG00000071054_MAP4K4	Peak_84776	ENSG00000071054_MAP4K4
3268931_ENSG00000071054_MAP4K4	Peak_84775	ENSG00000071054_MAP4K4
3268931_ENSG00000071054_MAP4K4	Peak_84776	ENSG00000071054_MAP4K4
3268940_ENSG00000071054_MAP4K4		ENSG00000071054_MAP4K4
3268956_ENSG00000071054_MAP4K4		ENSG00000071054_MAP4K4
3268957_ENSG00000071054_MAP4K4		ENSG00000071054_MAP4K4
3268958_ENSG00000071054_MAP4K4		ENSG00000071054_MAP4K4
3268963_ENSG00000071054_MAP4K4		ENSG00000071054_MAP4K4
3268968_ENSG00000071054_MAP4K4		ENSG00000071054_MAP4K4
3268971_ENSG00000071054_MAP4K4		ENSG00000071054_MAP4K4
3270076_ENSG00000071054_MAP4K4	Peak_84858	ENSG00000071054_MAP4K4
3270190_ENSG00000115590_IL1R2	Peak_84868	ENSG00000115590_IL1R2
3270190_ENSG00000115590_IL1R2	Peak_84869	ENSG00000115590_IL1R2
3270206_ENSG00000115590_IL1R2	Peak_84869	ENSG00000115590_IL1R2
3270211_ENSG00000115590_IL1R2	Peak_84869	ENSG00000115590_IL1R2
3270214_ENSG00000115590_IL1R2	Peak_84869	ENSG00000115590_IL1R2
3270216_ENSG00000115590_IL1R2	Peak_84869	ENSG00000115590_IL1R2
3270216_ENSG00000115590_IL1R2	Peak_84872	ENSG00000115590_IL1R2
3270219_ENSG00000115590_IL1R2	Peak_84869	ENSG00000115590_IL1R2
3270219_ENSG00000115590_IL1R2	Peak_84872	ENSG00000115590_IL1R2
3270223_ENSG00000115590_IL1R2	Peak_84872	ENSG00000115590_IL1R2
3270225_ENSG00000115590_IL1R2	Peak_84872	ENSG00000115590_IL1R2
3270230_ENSG00000115590_IL1R2	Peak_84872	ENSG00000115590_IL1R2
3270231_ENSG00000115590_IL1R2	Peak_84872	ENSG00000115590_IL1R2
3270232_ENSG00000115590_IL1R2	Peak_84872	ENSG00000115590_IL1R2
3270234_ENSG00000115590_IL1R2	Peak_84872	ENSG00000115590_IL1R2
3270248_ENSG00000115590_IL1R2		ENSG00000115590_IL1R2
3270252_ENSG00000115590_IL1R2		ENSG00000115590_IL1R2
3270254_ENSG00000115590_IL1R2		ENSG00000115590_IL1R2
3270256_ENSG00000115590_IL1R2		ENSG00000115590_IL1R2
3270260_ENSG00000115590_IL1R2	Peak_84875	ENSG00000115590_IL1R2
3277933_ENSG00000135966_TGFBRAP1		ENSG00000135966_TGFBRAP1
3277936_ENSG00000135966_TGFBRAP1		ENSG00000135966_TGFBRAP1
3277939_ENSG00000135966_TGFBRAP1		ENSG00000135966_TGFBRAP1
3277957_ENSG00000135966_TGFBRAP1		ENSG00000135966_TGFBRAP1
3277959_ENSG00000135966_TGFBRAP1		ENSG00000135966_TGFBRAP1
3277963_ENSG00000135966_TGFBRAP1		ENSG00000135966_TGFBRAP1
3277968_ENSG00000135966_TGFBRAP1		ENSG00000135966_TGFBRAP1
3277976_ENSG00000135966_TGFBRAP1		ENSG00000135966_TGFBRAP1
3277980_ENSG00000135966_TGFBRAP1		ENSG00000135966_TGFBRAP1
3292581_ENSG00000153094_BCL2L11		ENSG00000153094_BCL2L11
3053526_ENSG00000162976_PQLC3	Peak_78939	ENSG00000162976_PQLC3
3053556_ENSG00000162976_PQLC3	Peak_78939	ENSG00000162976_PQLC3
3053556_ENSG00000162976_PQLC3	Peak_78941	ENSG00000162976_PQLC3
3053646_ENSG00000162976_PQLC3		ENSG00000162976_PQLC3
3053665_ENSG00000162976_PQLC3		ENSG00000162976_PQLC3
3053675_ENSG00000162976_PQLC3		ENSG00000162976_PQLC3
3053678_ENSG00000162976_PQLC3		ENSG00000162976_PQLC3
3296412_ENSG00000125611_CHCHD5	Peak_85556	ENSG00000125611_CHCHD5
3296412_ENSG00000144136_SLC20A1	Peak_85556	ENSG00000144136_SLC20A1
3296414_ENSG00000125611_CHCHD5	Peak_85556	ENSG00000125611_CHCHD5
3296414_ENSG00000144136_SLC20A1	Peak_85556	ENSG00000144136_SLC20A1
3296416_ENSG00000125611_CHCHD5	Peak_85556	ENSG00000125611_CHCHD5
3296416_ENSG00000125611_CHCHD5	Peak_85559	ENSG00000125611_CHCHD5
3296416_ENSG00000144136_SLC20A1	Peak_85556	ENSG00000144136_SLC20A1
3296416_ENSG00000144136_SLC20A1	Peak_85559	ENSG00000144136_SLC20A1
3296428_ENSG00000125611_CHCHD5	Peak_85556	ENSG00000125611_CHCHD5
3296428_ENSG00000125611_CHCHD5	Peak_85559	ENSG00000125611_CHCHD5
3296428_ENSG00000144136_SLC20A1	Peak_85556	ENSG00000144136_SLC20A1
3296428_ENSG00000144136_SLC20A1	Peak_85559	ENSG00000144136_SLC20A1
3053723_ENSG00000162976_PQLC3		ENSG00000162976_PQLC3
3296624_ENSG00000144136_SLC20A1	Peak_85578	ENSG00000144136_SLC20A1
3296627_ENSG00000144136_SLC20A1	Peak_85578	ENSG00000144136_SLC20A1
3296628_ENSG00000144136_SLC20A1	Peak_85578	ENSG00000144136_SLC20A1
3296628_ENSG00000144136_SLC20A1	Peak_85580	ENSG00000144136_SLC20A1
3296632_ENSG00000144136_SLC20A1	Peak_85578	ENSG00000144136_SLC20A1
3296632_ENSG00000144136_SLC20A1	Peak_85580	ENSG00000144136_SLC20A1
3296633_ENSG00000144136_SLC20A1	Peak_85578	ENSG00000144136_SLC20A1
3296633_ENSG00000144136_SLC20A1	Peak_85580	ENSG00000144136_SLC20A1
3296634_ENSG00000144136_SLC20A1	Peak_85578	ENSG00000144136_SLC20A1
3296634_ENSG00000144136_SLC20A1	Peak_85580	ENSG00000144136_SLC20A1
3296636_ENSG00000144136_SLC20A1	Peak_85578	ENSG00000144136_SLC20A1
3296636_ENSG00000144136_SLC20A1	Peak_85580	ENSG00000144136_SLC20A1
3296638_ENSG00000144136_SLC20A1	Peak_85578	ENSG00000144136_SLC20A1
3296638_ENSG00000144136_SLC20A1	Peak_85580	ENSG00000144136_SLC20A1
3296642_ENSG00000144136_SLC20A1	Peak_85578	ENSG00000144136_SLC20A1
3296642_ENSG00000144136_SLC20A1	Peak_85580	ENSG00000144136_SLC20A1
3296643_ENSG00000144136_SLC20A1	Peak_85578	ENSG00000144136_SLC20A1
3296643_ENSG00000144136_SLC20A1	Peak_85580	ENSG00000144136_SLC20A1
3296645_ENSG00000144136_SLC20A1	Peak_85578	ENSG00000144136_SLC20A1
3296645_ENSG00000144136_SLC20A1	Peak_85580	ENSG00000144136_SLC20A1
3296647_ENSG00000144136_SLC20A1	Peak_85580	ENSG00000144136_SLC20A1
3296651_ENSG00000144136_SLC20A1	Peak_85580	ENSG00000144136_SLC20A1
3053745_ENSG00000162976_PQLC3	Peak_78946	ENSG00000162976_PQLC3
3053756_ENSG00000162976_PQLC3	Peak_78946	ENSG00000162976_PQLC3
3053835_ENSG00000162976_PQLC3		ENSG00000162976_PQLC3
3053843_ENSG00000162976_PQLC3		ENSG00000162976_PQLC3
3053895_ENSG00000162976_PQLC3		ENSG00000162976_PQLC3
3298259_ENSG00000136689_IL1RN	Peak_85730	ENSG00000136689_IL1RN
3298259_ENSG00000136689_IL1RN	Peak_85731	ENSG00000136689_IL1RN
3298270_ENSG00000136689_IL1RN	Peak_85730	ENSG00000136689_IL1RN
3298270_ENSG00000136689_IL1RN	Peak_85731	ENSG00000136689_IL1RN
3298270_ENSG00000136689_IL1RN	Peak_85732	ENSG00000136689_IL1RN
3298280_ENSG00000136689_IL1RN	Peak_85731	ENSG00000136689_IL1RN
3298280_ENSG00000136689_IL1RN	Peak_85732	ENSG00000136689_IL1RN
3298281_ENSG00000136689_IL1RN	Peak_85731	ENSG00000136689_IL1RN
3298281_ENSG00000136689_IL1RN	Peak_85732	ENSG00000136689_IL1RN
3298282_ENSG00000136689_IL1RN	Peak_85731	ENSG00000136689_IL1RN
3298282_ENSG00000136689_IL1RN	Peak_85732	ENSG00000136689_IL1RN
3298284_ENSG00000136689_IL1RN	Peak_85731	ENSG00000136689_IL1RN
3298284_ENSG00000136689_IL1RN	Peak_85732	ENSG00000136689_IL1RN
3298285_ENSG00000136689_IL1RN	Peak_85731	ENSG00000136689_IL1RN
3298285_ENSG00000136689_IL1RN	Peak_85732	ENSG00000136689_IL1RN
3298292_ENSG00000136689_IL1RN	Peak_85732	ENSG00000136689_IL1RN
3298292_ENSG00000136689_IL1RN	Peak_85734	ENSG00000136689_IL1RN
3298297_ENSG00000136689_IL1RN	Peak_85734	ENSG00000136689_IL1RN
3298298_ENSG00000136689_IL1RN	Peak_85734	ENSG00000136689_IL1RN
3298298_ENSG00000136689_IL1RN	Peak_85735	ENSG00000136689_IL1RN
3298300_ENSG00000136689_IL1RN	Peak_85734	ENSG00000136689_IL1RN
3298300_ENSG00000136689_IL1RN	Peak_85735	ENSG00000136689_IL1RN
3298302_ENSG00000136689_IL1RN	Peak_85734	ENSG00000136689_IL1RN
3298302_ENSG00000136689_IL1RN	Peak_85735	ENSG00000136689_IL1RN
3298303_ENSG00000136689_IL1RN	Peak_85734	ENSG00000136689_IL1RN
3298303_ENSG00000136689_IL1RN	Peak_85735	ENSG00000136689_IL1RN
3298306_ENSG00000136689_IL1RN	Peak_85734	ENSG00000136689_IL1RN
3298306_ENSG00000136689_IL1RN	Peak_85735	ENSG00000136689_IL1RN
3298308_ENSG00000136689_IL1RN	Peak_85734	ENSG00000136689_IL1RN
3298308_ENSG00000136689_IL1RN	Peak_85735	ENSG00000136689_IL1RN
3298309_ENSG00000136689_IL1RN	Peak_85734	ENSG00000136689_IL1RN
3298309_ENSG00000136689_IL1RN	Peak_85735	ENSG00000136689_IL1RN
3298310_ENSG00000136689_IL1RN	Peak_85734	ENSG00000136689_IL1RN
3298310_ENSG00000136689_IL1RN	Peak_85735	ENSG00000136689_IL1RN
3298312_ENSG00000136689_IL1RN	Peak_85734	ENSG00000136689_IL1RN
3298312_ENSG00000136689_IL1RN	Peak_85735	ENSG00000136689_IL1RN
3298313_ENSG00000136689_IL1RN	Peak_85734	ENSG00000136689_IL1RN
3298313_ENSG00000136689_IL1RN	Peak_85735	ENSG00000136689_IL1RN
3298317_ENSG00000136689_IL1RN	Peak_85735	ENSG00000136689_IL1RN
3298323_ENSG00000136689_IL1RN	Peak_85735	ENSG00000136689_IL1RN
3298325_ENSG00000136689_IL1RN		ENSG00000136689_IL1RN
3298326_ENSG00000136689_IL1RN		ENSG00000136689_IL1RN
3298327_ENSG00000136689_IL1RN		ENSG00000136689_IL1RN
3298328_ENSG00000136689_IL1RN		ENSG00000136689_IL1RN
3298332_ENSG00000136689_IL1RN		ENSG00000136689_IL1RN
3298334_ENSG00000136689_IL1RN		ENSG00000136689_IL1RN
3298343_ENSG00000136689_IL1RN		ENSG00000136689_IL1RN
3298351_ENSG00000136689_IL1RN		ENSG00000136689_IL1RN
3298354_ENSG00000136689_IL1RN		ENSG00000136689_IL1RN
3298364_ENSG00000136689_IL1RN		ENSG00000136689_IL1RN
3054153_ENSG00000169016_E2F6		ENSG00000169016_E2F6
3054157_ENSG00000169016_E2F6		ENSG00000169016_E2F6
3054797_ENSG00000134324_LPIN1	Peak_78979	ENSG00000134324_LPIN1
3054797_ENSG00000134324_LPIN1	Peak_78981	ENSG00000134324_LPIN1
3054798_ENSG00000134324_LPIN1	Peak_78979	ENSG00000134324_LPIN1
3054798_ENSG00000134324_LPIN1	Peak_78981	ENSG00000134324_LPIN1
3054801_ENSG00000134324_LPIN1	Peak_78979	ENSG00000134324_LPIN1
3054801_ENSG00000134324_LPIN1	Peak_78981	ENSG00000134324_LPIN1
3054802_ENSG00000134324_LPIN1	Peak_78979	ENSG00000134324_LPIN1
3054802_ENSG00000134324_LPIN1	Peak_78981	ENSG00000134324_LPIN1
3054823_ENSG00000134324_LPIN1	Peak_78986	ENSG00000134324_LPIN1
3308742_ENSG00000088205_DDX18		ENSG00000088205_DDX18
3308747_ENSG00000088205_DDX18		ENSG00000088205_DDX18
3308758_ENSG00000088205_DDX18		ENSG00000088205_DDX18
3308761_ENSG00000088205_DDX18		ENSG00000088205_DDX18
3308762_ENSG00000088205_DDX18		ENSG00000088205_DDX18
3308763_ENSG00000088205_DDX18		ENSG00000088205_DDX18
3308768_ENSG00000088205_DDX18		ENSG00000088205_DDX18
3308769_ENSG00000088205_DDX18		ENSG00000088205_DDX18
3308771_ENSG00000088205_DDX18		ENSG00000088205_DDX18
3308775_ENSG00000088205_DDX18		ENSG00000088205_DDX18
3308777_ENSG00000088205_DDX18		ENSG00000088205_DDX18
3308784_ENSG00000088205_DDX18		ENSG00000088205_DDX18
3308799_ENSG00000088205_DDX18		ENSG00000088205_DDX18
3308806_ENSG00000088205_DDX18		ENSG00000088205_DDX18
3308811_ENSG00000088205_DDX18		ENSG00000088205_DDX18
3308812_ENSG00000088205_DDX18		ENSG00000088205_DDX18
3308816_ENSG00000088205_DDX18		ENSG00000088205_DDX18
3308818_ENSG00000088205_DDX18		ENSG00000088205_DDX18
3308823_ENSG00000088205_DDX18		ENSG00000088205_DDX18
3308828_ENSG00000088205_DDX18		ENSG00000088205_DDX18
3308829_ENSG00000088205_DDX18		ENSG00000088205_DDX18
3308849_ENSG00000088205_DDX18		ENSG00000088205_DDX18
3308862_ENSG00000088205_DDX18		ENSG00000088205_DDX18
3308877_ENSG00000088205_DDX18		ENSG00000088205_DDX18
3308890_ENSG00000088205_DDX18		ENSG00000088205_DDX18
3308892_ENSG00000088205_DDX18		ENSG00000088205_DDX18
3308901_ENSG00000088205_DDX18		ENSG00000088205_DDX18
3308903_ENSG00000088205_DDX18		ENSG00000088205_DDX18
3308910_ENSG00000088205_DDX18	Peak_85830	ENSG00000088205_DDX18
3308926_ENSG00000088205_DDX18	Peak_85830	ENSG00000088205_DDX18
3308939_ENSG00000088205_DDX18		ENSG00000088205_DDX18
3308941_ENSG00000088205_DDX18		ENSG00000088205_DDX18
3308943_ENSG00000088205_DDX18		ENSG00000088205_DDX18
3308949_ENSG00000088205_DDX18		ENSG00000088205_DDX18
3308958_ENSG00000088205_DDX18	Peak_85831	ENSG00000088205_DDX18
3308967_ENSG00000088205_DDX18	Peak_85831	ENSG00000088205_DDX18
3308973_ENSG00000088205_DDX18	Peak_85831	ENSG00000088205_DDX18
3308974_ENSG00000088205_DDX18	Peak_85831	ENSG00000088205_DDX18
3308980_ENSG00000088205_DDX18	Peak_85831	ENSG00000088205_DDX18
3309003_ENSG00000088205_DDX18	Peak_85834	ENSG00000088205_DDX18
3309003_ENSG00000088205_DDX18	Peak_85835	ENSG00000088205_DDX18
3309005_ENSG00000088205_DDX18	Peak_85834	ENSG00000088205_DDX18
3309005_ENSG00000088205_DDX18	Peak_85835	ENSG00000088205_DDX18
3309022_ENSG00000088205_DDX18	Peak_85834	ENSG00000088205_DDX18
3309022_ENSG00000088205_DDX18	Peak_85835	ENSG00000088205_DDX18
3309025_ENSG00000088205_DDX18	Peak_85834	ENSG00000088205_DDX18
3309025_ENSG00000088205_DDX18	Peak_85835	ENSG00000088205_DDX18
3309042_ENSG00000088205_DDX18		ENSG00000088205_DDX18
3309043_ENSG00000088205_DDX18		ENSG00000088205_DDX18
3309074_ENSG00000088205_DDX18	Peak_85838	ENSG00000088205_DDX18
3309074_ENSG00000088205_DDX18	Peak_85840	ENSG00000088205_DDX18
3309087_ENSG00000088205_DDX18	Peak_85840	ENSG00000088205_DDX18
3309103_ENSG00000088205_DDX18	Peak_85840	ENSG00000088205_DDX18
3309103_ENSG00000088205_DDX18	Peak_85841	ENSG00000088205_DDX18
3309103_ENSG00000088205_DDX18	Peak_85843	ENSG00000088205_DDX18
3309106_ENSG00000088205_DDX18	Peak_85841	ENSG00000088205_DDX18
3309106_ENSG00000088205_DDX18	Peak_85843	ENSG00000088205_DDX18
3309110_ENSG00000088205_DDX18	Peak_85841	ENSG00000088205_DDX18
3309110_ENSG00000088205_DDX18	Peak_85843	ENSG00000088205_DDX18
3311920_ENSG00000115107_STEAP3	Peak_85920	ENSG00000115107_STEAP3
3311930_ENSG00000115107_STEAP3	Peak_85920	ENSG00000115107_STEAP3
3311937_ENSG00000115107_STEAP3	Peak_85920	ENSG00000115107_STEAP3
