chic_feature	atac_feature	rna_feature
693901_ENSG00000107551_RASSF4	Peak_170207	ENSG00000107551_RASSF4
693901_ENSG00000107551_RASSF4	Peak_170209	ENSG00000107551_RASSF4
693901_ENSG00000107551_RASSF4	Peak_170210	ENSG00000107551_RASSF4
693902_ENSG00000107551_RASSF4	Peak_170207	ENSG00000107551_RASSF4
693902_ENSG00000107551_RASSF4	Peak_170209	ENSG00000107551_RASSF4
693902_ENSG00000107551_RASSF4	Peak_170210	ENSG00000107551_RASSF4
693906_ENSG00000107551_RASSF4	Peak_170209	ENSG00000107551_RASSF4
693906_ENSG00000107551_RASSF4	Peak_170210	ENSG00000107551_RASSF4
693907_ENSG00000107551_RASSF4	Peak_170209	ENSG00000107551_RASSF4
693907_ENSG00000107551_RASSF4	Peak_170210	ENSG00000107551_RASSF4
695378_ENSG00000012779_ALOX5	Peak_170278	ENSG00000012779_ALOX5
695378_ENSG00000012779_ALOX5	Peak_170279	ENSG00000012779_ALOX5
695679_ENSG00000012779_ALOX5	Peak_170290	ENSG00000012779_ALOX5
702670_ENSG00000128805_ARHGAP22	Peak_170509	ENSG00000128805_ARHGAP22
702670_ENSG00000128805_ARHGAP22	Peak_170510	ENSG00000128805_ARHGAP22
702671_ENSG00000128805_ARHGAP22	Peak_170509	ENSG00000128805_ARHGAP22
702671_ENSG00000128805_ARHGAP22	Peak_170510	ENSG00000128805_ARHGAP22
702701_ENSG00000128805_ARHGAP22		ENSG00000128805_ARHGAP22
702760_ENSG00000128805_ARHGAP22	Peak_170518	ENSG00000128805_ARHGAP22
702760_ENSG00000128805_ARHGAP22	Peak_170520	ENSG00000128805_ARHGAP22
702762_ENSG00000128805_ARHGAP22	Peak_170518	ENSG00000128805_ARHGAP22
702762_ENSG00000128805_ARHGAP22	Peak_170520	ENSG00000128805_ARHGAP22
702766_ENSG00000128805_ARHGAP22	Peak_170518	ENSG00000128805_ARHGAP22
702766_ENSG00000128805_ARHGAP22	Peak_170520	ENSG00000128805_ARHGAP22
702770_ENSG00000128805_ARHGAP22	Peak_170518	ENSG00000128805_ARHGAP22
702770_ENSG00000128805_ARHGAP22	Peak_170520	ENSG00000128805_ARHGAP22
702778_ENSG00000128805_ARHGAP22	Peak_170518	ENSG00000128805_ARHGAP22
702778_ENSG00000128805_ARHGAP22	Peak_170520	ENSG00000128805_ARHGAP22
702778_ENSG00000128805_ARHGAP22	Peak_170521	ENSG00000128805_ARHGAP22
702784_ENSG00000128805_ARHGAP22	Peak_170521	ENSG00000128805_ARHGAP22
702784_ENSG00000128805_ARHGAP22	Peak_170522	ENSG00000128805_ARHGAP22
702794_ENSG00000128805_ARHGAP22	Peak_170521	ENSG00000128805_ARHGAP22
702794_ENSG00000128805_ARHGAP22	Peak_170522	ENSG00000128805_ARHGAP22
702800_ENSG00000128805_ARHGAP22	Peak_170521	ENSG00000128805_ARHGAP22
702800_ENSG00000128805_ARHGAP22	Peak_170522	ENSG00000128805_ARHGAP22
702805_ENSG00000128805_ARHGAP22	Peak_170522	ENSG00000128805_ARHGAP22
702805_ENSG00000128805_ARHGAP22	Peak_170525	ENSG00000128805_ARHGAP22
702811_ENSG00000128805_ARHGAP22	Peak_170525	ENSG00000128805_ARHGAP22
702815_ENSG00000128805_ARHGAP22	Peak_170525	ENSG00000128805_ARHGAP22
702816_ENSG00000128805_ARHGAP22	Peak_170525	ENSG00000128805_ARHGAP22
702817_ENSG00000128805_ARHGAP22	Peak_170525	ENSG00000128805_ARHGAP22
597682_ENSG00000173848_NET1		ENSG00000173848_NET1
597683_ENSG00000173848_NET1		ENSG00000173848_NET1
597684_ENSG00000173848_NET1		ENSG00000173848_NET1
598389_ENSG00000134452_FBH1		ENSG00000134452_FBH1
598392_ENSG00000134452_FBH1		ENSG00000134452_FBH1
598393_ENSG00000134452_FBH1		ENSG00000134452_FBH1
598395_ENSG00000057608_GDI2		ENSG00000057608_GDI2
598395_ENSG00000134452_FBH1		ENSG00000134452_FBH1
598395_ENSG00000134461_ANKRD16		ENSG00000134461_ANKRD16
598399_ENSG00000134452_FBH1		ENSG00000134452_FBH1
598402_ENSG00000057608_GDI2	Peak_167768	ENSG00000057608_GDI2
598402_ENSG00000134452_FBH1	Peak_167768	ENSG00000134452_FBH1
598402_ENSG00000134461_ANKRD16	Peak_167768	ENSG00000134461_ANKRD16
598403_ENSG00000134452_FBH1	Peak_167768	ENSG00000134452_FBH1
598416_ENSG00000134452_FBH1	Peak_167768	ENSG00000134452_FBH1
598417_ENSG00000134452_FBH1	Peak_167768	ENSG00000134452_FBH1
598420_ENSG00000057608_GDI2	Peak_167768	ENSG00000057608_GDI2
598420_ENSG00000134461_ANKRD16	Peak_167768	ENSG00000134461_ANKRD16
598421_ENSG00000134452_FBH1	Peak_167768	ENSG00000134452_FBH1
598422_ENSG00000134452_FBH1	Peak_167768	ENSG00000134452_FBH1
598423_ENSG00000134452_FBH1	Peak_167768	ENSG00000134452_FBH1
598424_ENSG00000134452_FBH1	Peak_167768	ENSG00000134452_FBH1
598425_ENSG00000057608_GDI2	Peak_167768	ENSG00000057608_GDI2
598425_ENSG00000134452_FBH1	Peak_167768	ENSG00000134452_FBH1
598425_ENSG00000134461_ANKRD16	Peak_167768	ENSG00000134461_ANKRD16
598427_ENSG00000134452_FBH1	Peak_167768	ENSG00000134452_FBH1
598431_ENSG00000057608_GDI2	Peak_167768	ENSG00000057608_GDI2
598431_ENSG00000134452_FBH1	Peak_167768	ENSG00000134452_FBH1
598431_ENSG00000134461_ANKRD16	Peak_167768	ENSG00000134461_ANKRD16
598433_ENSG00000134452_FBH1	Peak_167768	ENSG00000134452_FBH1
598437_ENSG00000134452_FBH1	Peak_167768	ENSG00000134452_FBH1
598447_ENSG00000057608_GDI2	Peak_167772	ENSG00000057608_GDI2
598447_ENSG00000134461_ANKRD16	Peak_167772	ENSG00000134461_ANKRD16
598451_ENSG00000134452_FBH1	Peak_167772	ENSG00000134452_FBH1
598468_ENSG00000134452_FBH1	Peak_167772	ENSG00000134452_FBH1
598468_ENSG00000134452_FBH1	Peak_167774	ENSG00000134452_FBH1
598473_ENSG00000057608_GDI2	Peak_167772	ENSG00000057608_GDI2
598473_ENSG00000057608_GDI2	Peak_167774	ENSG00000057608_GDI2
598473_ENSG00000134461_ANKRD16	Peak_167772	ENSG00000134461_ANKRD16
598473_ENSG00000134461_ANKRD16	Peak_167774	ENSG00000134461_ANKRD16
598475_ENSG00000134452_FBH1	Peak_167772	ENSG00000134452_FBH1
598475_ENSG00000134452_FBH1	Peak_167774	ENSG00000134452_FBH1
734866_ENSG00000181915_ADO	Peak_171138	ENSG00000181915_ADO
734878_ENSG00000181915_ADO	Peak_171138	ENSG00000181915_ADO
734878_ENSG00000181915_ADO	Peak_171139	ENSG00000181915_ADO
734880_ENSG00000181915_ADO	Peak_171138	ENSG00000181915_ADO
734880_ENSG00000181915_ADO	Peak_171139	ENSG00000181915_ADO
734913_ENSG00000181915_ADO		ENSG00000181915_ADO
734951_ENSG00000181915_ADO	Peak_171144	ENSG00000181915_ADO
734956_ENSG00000181915_ADO	Peak_171144	ENSG00000181915_ADO
734956_ENSG00000181915_ADO	Peak_171147	ENSG00000181915_ADO
734957_ENSG00000181915_ADO	Peak_171144	ENSG00000181915_ADO
734957_ENSG00000181915_ADO	Peak_171147	ENSG00000181915_ADO
734977_ENSG00000181915_ADO	Peak_171149	ENSG00000181915_ADO
734977_ENSG00000181915_ADO	Peak_171151	ENSG00000181915_ADO
734978_ENSG00000181915_ADO	Peak_171149	ENSG00000181915_ADO
734978_ENSG00000181915_ADO	Peak_171151	ENSG00000181915_ADO
734980_ENSG00000181915_ADO	Peak_171149	ENSG00000181915_ADO
734980_ENSG00000181915_ADO	Peak_171151	ENSG00000181915_ADO
734991_ENSG00000181915_ADO	Peak_171149	ENSG00000181915_ADO
734991_ENSG00000181915_ADO	Peak_171151	ENSG00000181915_ADO
734992_ENSG00000181915_ADO	Peak_171149	ENSG00000181915_ADO
734992_ENSG00000181915_ADO	Peak_171151	ENSG00000181915_ADO
734995_ENSG00000181915_ADO	Peak_171151	ENSG00000181915_ADO
735000_ENSG00000181915_ADO		ENSG00000181915_ADO
735006_ENSG00000181915_ADO	Peak_171155	ENSG00000181915_ADO
735017_ENSG00000181915_ADO	Peak_171155	ENSG00000181915_ADO
735019_ENSG00000181915_ADO	Peak_171155	ENSG00000181915_ADO
735027_ENSG00000181915_ADO	Peak_171155	ENSG00000181915_ADO
735034_ENSG00000181915_ADO		ENSG00000181915_ADO
735045_ENSG00000181915_ADO		ENSG00000181915_ADO
735064_ENSG00000181915_ADO	Peak_171159	ENSG00000181915_ADO
735069_ENSG00000181915_ADO	Peak_171159	ENSG00000181915_ADO
735070_ENSG00000181915_ADO	Peak_171159	ENSG00000181915_ADO
735076_ENSG00000181915_ADO	Peak_171159	ENSG00000181915_ADO
735077_ENSG00000181915_ADO	Peak_171159	ENSG00000181915_ADO
735090_ENSG00000181915_ADO		ENSG00000181915_ADO
735094_ENSG00000181915_ADO		ENSG00000181915_ADO
735100_ENSG00000181915_ADO		ENSG00000181915_ADO
737285_ENSG00000165476_REEP3		ENSG00000165476_REEP3
737291_ENSG00000165476_REEP3		ENSG00000165476_REEP3
751115_ENSG00000122862_SRGN	Peak_171423	ENSG00000122862_SRGN
751419_ENSG00000156502_SUPV3L1	Peak_171432	ENSG00000156502_SUPV3L1
751419_ENSG00000156502_SUPV3L1	Peak_171434	ENSG00000156502_SUPV3L1
751420_ENSG00000156502_SUPV3L1	Peak_171432	ENSG00000156502_SUPV3L1
751420_ENSG00000156502_SUPV3L1	Peak_171434	ENSG00000156502_SUPV3L1
751424_ENSG00000156502_SUPV3L1	Peak_171432	ENSG00000156502_SUPV3L1
751424_ENSG00000156502_SUPV3L1	Peak_171434	ENSG00000156502_SUPV3L1
751424_ENSG00000156502_SUPV3L1	Peak_171436	ENSG00000156502_SUPV3L1
751441_ENSG00000156502_SUPV3L1	Peak_171436	ENSG00000156502_SUPV3L1
753822_ENSG00000099284_H2AFY2	Peak_171525	ENSG00000099284_H2AFY2
753832_ENSG00000099284_H2AFY2	Peak_171525	ENSG00000099284_H2AFY2
753841_ENSG00000099284_H2AFY2	Peak_171525	ENSG00000099284_H2AFY2
753847_ENSG00000099284_H2AFY2	Peak_171525	ENSG00000099284_H2AFY2
753849_ENSG00000099284_H2AFY2		ENSG00000099284_H2AFY2
753860_ENSG00000099284_H2AFY2	Peak_171528	ENSG00000099284_H2AFY2
753889_ENSG00000099284_H2AFY2	Peak_171528	ENSG00000099284_H2AFY2
753889_ENSG00000099284_H2AFY2	Peak_171530	ENSG00000099284_H2AFY2
753890_ENSG00000099284_H2AFY2	Peak_171528	ENSG00000099284_H2AFY2
753890_ENSG00000099284_H2AFY2	Peak_171530	ENSG00000099284_H2AFY2
753895_ENSG00000099284_H2AFY2	Peak_171530	ENSG00000099284_H2AFY2
753896_ENSG00000099284_H2AFY2	Peak_171530	ENSG00000099284_H2AFY2
754148_ENSG00000180817_PPA1	Peak_171542	ENSG00000180817_PPA1
754150_ENSG00000180817_PPA1	Peak_171542	ENSG00000180817_PPA1
754151_ENSG00000180817_PPA1	Peak_171542	ENSG00000180817_PPA1
754152_ENSG00000180817_PPA1	Peak_171542	ENSG00000180817_PPA1
754182_ENSG00000180817_PPA1	Peak_171547	ENSG00000180817_PPA1
754183_ENSG00000180817_PPA1	Peak_171547	ENSG00000180817_PPA1
754192_ENSG00000180817_PPA1	Peak_171547	ENSG00000180817_PPA1
754192_ENSG00000180817_PPA1	Peak_171548	ENSG00000180817_PPA1
754194_ENSG00000180817_PPA1	Peak_171547	ENSG00000180817_PPA1
754194_ENSG00000180817_PPA1	Peak_171548	ENSG00000180817_PPA1
754196_ENSG00000180817_PPA1	Peak_171547	ENSG00000180817_PPA1
754196_ENSG00000180817_PPA1	Peak_171548	ENSG00000180817_PPA1
754198_ENSG00000180817_PPA1	Peak_171547	ENSG00000180817_PPA1
754198_ENSG00000180817_PPA1	Peak_171548	ENSG00000180817_PPA1
754200_ENSG00000180817_PPA1	Peak_171547	ENSG00000180817_PPA1
754200_ENSG00000180817_PPA1	Peak_171548	ENSG00000180817_PPA1
754204_ENSG00000180817_PPA1	Peak_171547	ENSG00000180817_PPA1
754204_ENSG00000180817_PPA1	Peak_171548	ENSG00000180817_PPA1
756956_ENSG00000198246_SLC29A3	Peak_171684	ENSG00000198246_SLC29A3
756956_ENSG00000198246_SLC29A3	Peak_171685	ENSG00000198246_SLC29A3
756956_ENSG00000198246_SLC29A3	Peak_171686	ENSG00000198246_SLC29A3
756957_ENSG00000198246_SLC29A3	Peak_171684	ENSG00000198246_SLC29A3
756957_ENSG00000198246_SLC29A3	Peak_171685	ENSG00000198246_SLC29A3
756957_ENSG00000198246_SLC29A3	Peak_171686	ENSG00000198246_SLC29A3
756972_ENSG00000198246_SLC29A3	Peak_171684	ENSG00000198246_SLC29A3
756972_ENSG00000198246_SLC29A3	Peak_171685	ENSG00000198246_SLC29A3
756972_ENSG00000198246_SLC29A3	Peak_171686	ENSG00000198246_SLC29A3
759666_ENSG00000107745_MICU1		ENSG00000107745_MICU1
759668_ENSG00000107745_MICU1		ENSG00000107745_MICU1
759671_ENSG00000107745_MICU1		ENSG00000107745_MICU1
759672_ENSG00000107745_MICU1		ENSG00000107745_MICU1
759675_ENSG00000107745_MICU1		ENSG00000107745_MICU1
759676_ENSG00000107745_MICU1		ENSG00000107745_MICU1
759677_ENSG00000107745_MICU1		ENSG00000107745_MICU1
759679_ENSG00000107745_MICU1		ENSG00000107745_MICU1
759680_ENSG00000107745_MICU1		ENSG00000107745_MICU1
759683_ENSG00000107745_MICU1		ENSG00000107745_MICU1
759685_ENSG00000107745_MICU1		ENSG00000107745_MICU1
759690_ENSG00000107745_MICU1		ENSG00000107745_MICU1
759692_ENSG00000107745_MICU1		ENSG00000107745_MICU1
759698_ENSG00000107745_MICU1		ENSG00000107745_MICU1
759699_ENSG00000107745_MICU1		ENSG00000107745_MICU1
759700_ENSG00000107745_MICU1		ENSG00000107745_MICU1
759702_ENSG00000107745_MICU1		ENSG00000107745_MICU1
759703_ENSG00000107745_MICU1		ENSG00000107745_MICU1
759708_ENSG00000107745_MICU1		ENSG00000107745_MICU1
759709_ENSG00000107745_MICU1		ENSG00000107745_MICU1
759710_ENSG00000107745_MICU1		ENSG00000107745_MICU1
759718_ENSG00000107745_MICU1		ENSG00000107745_MICU1
759733_ENSG00000107745_MICU1		ENSG00000107745_MICU1
759735_ENSG00000107745_MICU1		ENSG00000107745_MICU1
759737_ENSG00000107745_MICU1		ENSG00000107745_MICU1
759744_ENSG00000107745_MICU1		ENSG00000107745_MICU1
759747_ENSG00000107745_MICU1		ENSG00000107745_MICU1
759750_ENSG00000107745_MICU1		ENSG00000107745_MICU1
759755_ENSG00000107745_MICU1		ENSG00000107745_MICU1
759756_ENSG00000107745_MICU1		ENSG00000107745_MICU1
759759_ENSG00000107745_MICU1		ENSG00000107745_MICU1
759760_ENSG00000107745_MICU1		ENSG00000107745_MICU1
759768_ENSG00000107745_MICU1		ENSG00000107745_MICU1
759773_ENSG00000107745_MICU1		ENSG00000107745_MICU1
759778_ENSG00000107745_MICU1		ENSG00000107745_MICU1
759782_ENSG00000107745_MICU1		ENSG00000107745_MICU1
759783_ENSG00000107745_MICU1		ENSG00000107745_MICU1
759784_ENSG00000107745_MICU1		ENSG00000107745_MICU1
759785_ENSG00000107745_MICU1		ENSG00000107745_MICU1
759786_ENSG00000107745_MICU1		ENSG00000107745_MICU1
759791_ENSG00000107745_MICU1		ENSG00000107745_MICU1
759792_ENSG00000107745_MICU1		ENSG00000107745_MICU1
759796_ENSG00000107745_MICU1		ENSG00000107745_MICU1
759797_ENSG00000107745_MICU1		ENSG00000107745_MICU1
759798_ENSG00000107745_MICU1		ENSG00000107745_MICU1
759801_ENSG00000107745_MICU1		ENSG00000107745_MICU1
759802_ENSG00000107745_MICU1		ENSG00000107745_MICU1
763636_ENSG00000148660_CAMK2G	Peak_172011	ENSG00000148660_CAMK2G
763636_ENSG00000148660_CAMK2G	Peak_172012	ENSG00000148660_CAMK2G
763726_ENSG00000148660_CAMK2G	Peak_172015	ENSG00000148660_CAMK2G
763754_ENSG00000148660_CAMK2G		ENSG00000148660_CAMK2G
763773_ENSG00000148660_CAMK2G	Peak_172017	ENSG00000148660_CAMK2G
763794_ENSG00000148660_CAMK2G	Peak_172017	ENSG00000148660_CAMK2G
763828_ENSG00000148660_CAMK2G	Peak_172019	ENSG00000148660_CAMK2G
763828_ENSG00000148660_CAMK2G	Peak_172021	ENSG00000148660_CAMK2G
763844_ENSG00000148660_CAMK2G	Peak_172019	ENSG00000148660_CAMK2G
763844_ENSG00000148660_CAMK2G	Peak_172021	ENSG00000148660_CAMK2G
763870_ENSG00000148660_CAMK2G	Peak_172023	ENSG00000148660_CAMK2G
763903_ENSG00000148660_CAMK2G	Peak_172024	ENSG00000148660_CAMK2G
763903_ENSG00000148660_CAMK2G	Peak_172026	ENSG00000148660_CAMK2G
763903_ENSG00000148660_CAMK2G	Peak_172028	ENSG00000148660_CAMK2G
763905_ENSG00000148660_CAMK2G	Peak_172024	ENSG00000148660_CAMK2G
763905_ENSG00000148660_CAMK2G	Peak_172026	ENSG00000148660_CAMK2G
763905_ENSG00000148660_CAMK2G	Peak_172028	ENSG00000148660_CAMK2G
763919_ENSG00000148660_CAMK2G	Peak_172028	ENSG00000148660_CAMK2G
763930_ENSG00000148660_CAMK2G		ENSG00000148660_CAMK2G
764779_ENSG00000035403_VCL		ENSG00000035403_VCL
764786_ENSG00000035403_VCL		ENSG00000035403_VCL
764809_ENSG00000035403_VCL		ENSG00000035403_VCL
764810_ENSG00000035403_VCL		ENSG00000035403_VCL
764822_ENSG00000035403_VCL		ENSG00000035403_VCL
764823_ENSG00000035403_VCL		ENSG00000035403_VCL
764825_ENSG00000035403_VCL		ENSG00000035403_VCL
764828_ENSG00000035403_VCL		ENSG00000035403_VCL
764838_ENSG00000035403_VCL		ENSG00000035403_VCL
764844_ENSG00000035403_VCL		ENSG00000035403_VCL
764846_ENSG00000035403_VCL		ENSG00000035403_VCL
764851_ENSG00000035403_VCL		ENSG00000035403_VCL
764854_ENSG00000035403_VCL		ENSG00000035403_VCL
764857_ENSG00000035403_VCL		ENSG00000035403_VCL
764868_ENSG00000035403_VCL		ENSG00000035403_VCL
764876_ENSG00000035403_VCL	Peak_172091	ENSG00000035403_VCL
764880_ENSG00000035403_VCL	Peak_172091	ENSG00000035403_VCL
764882_ENSG00000035403_VCL	Peak_172091	ENSG00000035403_VCL
764883_ENSG00000035403_VCL	Peak_172091	ENSG00000035403_VCL
764885_ENSG00000035403_VCL	Peak_172091	ENSG00000035403_VCL
764888_ENSG00000035403_VCL	Peak_172091	ENSG00000035403_VCL
764890_ENSG00000035403_VCL	Peak_172091	ENSG00000035403_VCL
764892_ENSG00000035403_VCL	Peak_172091	ENSG00000035403_VCL
764894_ENSG00000035403_VCL	Peak_172091	ENSG00000035403_VCL
764895_ENSG00000035403_VCL	Peak_172091	ENSG00000035403_VCL
764897_ENSG00000035403_VCL	Peak_172091	ENSG00000035403_VCL
764900_ENSG00000035403_VCL	Peak_172091	ENSG00000035403_VCL
764903_ENSG00000035403_VCL	Peak_172091	ENSG00000035403_VCL
764909_ENSG00000035403_VCL	Peak_172094	ENSG00000035403_VCL
764909_ENSG00000035403_VCL	Peak_172095	ENSG00000035403_VCL
764911_ENSG00000035403_VCL	Peak_172094	ENSG00000035403_VCL
764911_ENSG00000035403_VCL	Peak_172095	ENSG00000035403_VCL
764914_ENSG00000035403_VCL	Peak_172094	ENSG00000035403_VCL
764914_ENSG00000035403_VCL	Peak_172095	ENSG00000035403_VCL
764929_ENSG00000035403_VCL	Peak_172094	ENSG00000035403_VCL
764929_ENSG00000035403_VCL	Peak_172095	ENSG00000035403_VCL
764929_ENSG00000035403_VCL	Peak_172096	ENSG00000035403_VCL
764933_ENSG00000035403_VCL	Peak_172094	ENSG00000035403_VCL
764933_ENSG00000035403_VCL	Peak_172095	ENSG00000035403_VCL
764933_ENSG00000035403_VCL	Peak_172096	ENSG00000035403_VCL
764935_ENSG00000035403_VCL	Peak_172094	ENSG00000035403_VCL
764935_ENSG00000035403_VCL	Peak_172095	ENSG00000035403_VCL
764935_ENSG00000035403_VCL	Peak_172096	ENSG00000035403_VCL
764948_ENSG00000035403_VCL	Peak_172094	ENSG00000035403_VCL
764948_ENSG00000035403_VCL	Peak_172095	ENSG00000035403_VCL
764948_ENSG00000035403_VCL	Peak_172096	ENSG00000035403_VCL
764954_ENSG00000035403_VCL	Peak_172095	ENSG00000035403_VCL
764954_ENSG00000035403_VCL	Peak_172096	ENSG00000035403_VCL
764954_ENSG00000035403_VCL	Peak_172097	ENSG00000035403_VCL
764955_ENSG00000035403_VCL	Peak_172095	ENSG00000035403_VCL
764955_ENSG00000035403_VCL	Peak_172096	ENSG00000035403_VCL
764955_ENSG00000035403_VCL	Peak_172097	ENSG00000035403_VCL
764971_ENSG00000035403_VCL	Peak_172096	ENSG00000035403_VCL
764971_ENSG00000035403_VCL	Peak_172097	ENSG00000035403_VCL
764971_ENSG00000035403_VCL	Peak_172098	ENSG00000035403_VCL
764973_ENSG00000035403_VCL	Peak_172097	ENSG00000035403_VCL
764973_ENSG00000035403_VCL	Peak_172098	ENSG00000035403_VCL
764975_ENSG00000035403_VCL	Peak_172097	ENSG00000035403_VCL
764975_ENSG00000035403_VCL	Peak_172098	ENSG00000035403_VCL
764983_ENSG00000035403_VCL	Peak_172097	ENSG00000035403_VCL
764983_ENSG00000035403_VCL	Peak_172098	ENSG00000035403_VCL
764988_ENSG00000035403_VCL	Peak_172097	ENSG00000035403_VCL
764988_ENSG00000035403_VCL	Peak_172098	ENSG00000035403_VCL
764988_ENSG00000035403_VCL	Peak_172099	ENSG00000035403_VCL
764992_ENSG00000035403_VCL	Peak_172098	ENSG00000035403_VCL
764992_ENSG00000035403_VCL	Peak_172099	ENSG00000035403_VCL
765000_ENSG00000035403_VCL	Peak_172098	ENSG00000035403_VCL
765000_ENSG00000035403_VCL	Peak_172099	ENSG00000035403_VCL
765000_ENSG00000035403_VCL	Peak_172100	ENSG00000035403_VCL
765003_ENSG00000035403_VCL	Peak_172098	ENSG00000035403_VCL
765003_ENSG00000035403_VCL	Peak_172099	ENSG00000035403_VCL
765003_ENSG00000035403_VCL	Peak_172100	ENSG00000035403_VCL
765005_ENSG00000035403_VCL	Peak_172098	ENSG00000035403_VCL
765005_ENSG00000035403_VCL	Peak_172099	ENSG00000035403_VCL
765005_ENSG00000035403_VCL	Peak_172100	ENSG00000035403_VCL
765009_ENSG00000035403_VCL	Peak_172099	ENSG00000035403_VCL
765009_ENSG00000035403_VCL	Peak_172100	ENSG00000035403_VCL
765012_ENSG00000035403_VCL	Peak_172099	ENSG00000035403_VCL
765012_ENSG00000035403_VCL	Peak_172100	ENSG00000035403_VCL
765015_ENSG00000035403_VCL	Peak_172099	ENSG00000035403_VCL
765015_ENSG00000035403_VCL	Peak_172100	ENSG00000035403_VCL
765016_ENSG00000035403_VCL	Peak_172099	ENSG00000035403_VCL
765016_ENSG00000035403_VCL	Peak_172100	ENSG00000035403_VCL
765017_ENSG00000035403_VCL	Peak_172099	ENSG00000035403_VCL
765017_ENSG00000035403_VCL	Peak_172100	ENSG00000035403_VCL
765019_ENSG00000035403_VCL	Peak_172100	ENSG00000035403_VCL
765020_ENSG00000035403_VCL		ENSG00000035403_VCL
765022_ENSG00000035403_VCL		ENSG00000035403_VCL
765029_ENSG00000035403_VCL	Peak_172102	ENSG00000035403_VCL
765042_ENSG00000035403_VCL	Peak_172102	ENSG00000035403_VCL
765049_ENSG00000035403_VCL	Peak_172102	ENSG00000035403_VCL
765051_ENSG00000035403_VCL	Peak_172102	ENSG00000035403_VCL
765052_ENSG00000035403_VCL	Peak_172102	ENSG00000035403_VCL
765053_ENSG00000035403_VCL	Peak_172102	ENSG00000035403_VCL
765054_ENSG00000035403_VCL	Peak_172102	ENSG00000035403_VCL
765058_ENSG00000035403_VCL	Peak_172102	ENSG00000035403_VCL
765060_ENSG00000035403_VCL	Peak_172102	ENSG00000035403_VCL
765067_ENSG00000035403_VCL	Peak_172102	ENSG00000035403_VCL
765068_ENSG00000035403_VCL	Peak_172102	ENSG00000035403_VCL
765069_ENSG00000035403_VCL	Peak_172102	ENSG00000035403_VCL
765086_ENSG00000035403_VCL	Peak_172103	ENSG00000035403_VCL
765091_ENSG00000035403_VCL	Peak_172103	ENSG00000035403_VCL
765095_ENSG00000035403_VCL	Peak_172103	ENSG00000035403_VCL
765098_ENSG00000035403_VCL	Peak_172103	ENSG00000035403_VCL
765114_ENSG00000035403_VCL	Peak_172103	ENSG00000035403_VCL
765116_ENSG00000035403_VCL	Peak_172103	ENSG00000035403_VCL
765120_ENSG00000035403_VCL	Peak_172103	ENSG00000035403_VCL
765120_ENSG00000035403_VCL	Peak_172107	ENSG00000035403_VCL
765126_ENSG00000035403_VCL	Peak_172103	ENSG00000035403_VCL
765126_ENSG00000035403_VCL	Peak_172107	ENSG00000035403_VCL
765133_ENSG00000035403_VCL	Peak_172107	ENSG00000035403_VCL
765137_ENSG00000035403_VCL	Peak_172107	ENSG00000035403_VCL
765138_ENSG00000035403_VCL	Peak_172107	ENSG00000035403_VCL
765141_ENSG00000035403_VCL	Peak_172107	ENSG00000035403_VCL
765142_ENSG00000035403_VCL	Peak_172107	ENSG00000035403_VCL
765145_ENSG00000035403_VCL	Peak_172107	ENSG00000035403_VCL
765158_ENSG00000035403_VCL		ENSG00000035403_VCL
765162_ENSG00000035403_VCL		ENSG00000035403_VCL
765167_ENSG00000035403_VCL	Peak_172109	ENSG00000035403_VCL
765167_ENSG00000035403_VCL	Peak_172110	ENSG00000035403_VCL
765182_ENSG00000035403_VCL	Peak_172109	ENSG00000035403_VCL
765182_ENSG00000035403_VCL	Peak_172110	ENSG00000035403_VCL
765183_ENSG00000035403_VCL	Peak_172109	ENSG00000035403_VCL
765183_ENSG00000035403_VCL	Peak_172110	ENSG00000035403_VCL
765187_ENSG00000035403_VCL	Peak_172109	ENSG00000035403_VCL
765187_ENSG00000035403_VCL	Peak_172110	ENSG00000035403_VCL
768240_ENSG00000165655_ZNF503		ENSG00000165655_ZNF503
768251_ENSG00000165655_ZNF503	Peak_172214	ENSG00000165655_ZNF503
768253_ENSG00000165655_ZNF503	Peak_172214	ENSG00000165655_ZNF503
768258_ENSG00000165655_ZNF503	Peak_172214	ENSG00000165655_ZNF503
768261_ENSG00000165655_ZNF503	Peak_172214	ENSG00000165655_ZNF503
768263_ENSG00000165655_ZNF503	Peak_172214	ENSG00000165655_ZNF503
768264_ENSG00000165655_ZNF503	Peak_172214	ENSG00000165655_ZNF503
